nome,genero,presenca_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,data_nascimento,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par ,salario_bruto_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,quant_viagem
 GILLIANO FRED NASCIMENTO CUTRIM,M,76,16,5,22,31,4,26/10/1979,406001.14,46898.79,47176.96,48122.54,51226.09,58582.87,18377.58,25986.45,21934.68,12653.68,75041.5,0.0,33763.0,1115308.02,111301.75,111301.75,111619.5,111641.41,111641.41,111641.41,111641.41,111641.41,111641.41,111236.56,0
 GIOVANI CHERINI,M,86,6,3,40,16,3,23/06/1960,419082.83,35135.42,42357.46,49953.41,49975.7,53766.31,54876.19,39994.44,42715.35,21531.51,27017.18,1759.86,33763.0,1114323.38,111574.7,111574.7,111574.7,111574.7,111574.7,110520.47,111205.28,111574.71,111574.71,111574.71,0
 GILBERTO APARECIDO ABRAMO,M,85,7,2,19,7,1,06/08/1966,276601.65,18146.52,22003.33,27404.71,34209.75,32718.06,23558.03,15039.8,18280.76,12603.88,12846.34,59790.47,33763.0,1077796.52,106564.34,106564.34,107092.65,108384.08,108384.08,108384.08,107270.71,108384.08,108384.08,108384.08,0
 GILSON MARQUES VIEIRA,M,88,4,4,40,10,5,12/04/1981,50883.26,3483.84,5736.09,5095.21,6494.69,11767.82,7335.78,6816.37,1383.89,3.11,2766.46,0.0,33763.0,798657.16,78079.2,78079.2,78079.2,79784.92,80772.44,80772.44,80772.44,80772.44,80772.44,80772.44,0
 GILBERTO NASCIMENTO SILVA,M,65,27,27,29,12,3,09/07/1956,404619.88,42667.83,49626.23,52149.16,48827.83,41954.56,33307.84,45287.25,30344.91,25638.8,28819.14,5996.33,33763.0,1077002.9,110917.37,111198.75,111198.75,111198.75,106097.59,109244.31,100666.68,106570.48,106570.48,103339.74,0
 AMARO ROCHA NASCIMENTO NETO,M,92,0,0,20,7,0,04/12/1976,274104.12,42292.73,23497.16,34426.77,47806.82,44977.07,20179.17,24764.49,7547.57,18792.57,8484.32,1335.45,33763.0,1112084.94,111222.9,111222.9,111222.9,111222.9,111222.9,110933.36,111259.27,111259.27,111259.27,111259.27,0
 Alexis Joseph Steverlynck Fonteyne,M,87,5,0,69,10,0,19/08/1967,176004.2,15079.3,25352.66,23786.49,17575.86,19090.52,15633.19,14939.48,14874.72,14285.99,14835.99,550.0,33763.0,588885.13,61420.54,57990.13,52202.06,51959.82,52576.18,60029.82,67419.11,64529.03,60379.22,60379.22,0
 ALUISIO GUIMARAES MENDES FILHO,M,89,3,1,72,22,0,11/11/1961,317362.69,25340.8,36588.93,41060.22,31580.5,47983.46,29134.59,32169.0,33370.12,18433.71,21701.36,0.0,33763.0,1054299.62,100867.02,99710.02,103375.35,105273.59,107753.29,105155.9,106424.88,107753.29,108904.58,109081.7,0
 ALTINEU CÔRTES FREITAS COUTINHO,M,70,22,22,0,0,0,13/09/1968,186690.17,22950.23,23219.48,33714.07,29471.47,28820.9,22012.04,2946.96,3780.62,1343.75,17254.49,1176.16,33763.0,1085480.54,101858.85,106309.6,106309.6,108949.45,109609.41,109433.7,108595.22,111471.57,111471.57,111471.57,0
 ANDRE DOS SANTOS ABDON,M,90,2,0,5,40,0,10/11/1970,401346.39,39635.39,56554.49,50324.98,62832.08,41453.8,28539.51,28094.2,30183.38,21202.11,38003.15,4523.3,33763.0,1110523.74,111623.17,111623.17,110842.44,110847.15,110559.33,111023.24,110484.74,111194.25,111641.56,110684.69,0
 ANDRÉ CARLOS ALVES DE PAULA FILHO,M,76,16,16,0,0,0,22/07/1961,340822.48,34262.23,35056.09,41491.46,36132.62,46281.81,38561.19,41546.24,23271.3,16356.59,27862.95,0.0,33763.0,1107604.68,109116.87,111004.52,111278.47,111611.12,110204.24,109741.82,111647.49,111424.82,111426.29,110149.04,0
 GIOVANI BATISTA FELTES,M,91,1,0,18,4,0,10/04/1957,296462.55,32091.85,37369.29,35989.03,63623.79,29111.39,20875.74,31955.95,26391.45,8680.69,8989.17,1384.2,33763.0,1095245.29,111083.28,111101.04,111544.86,109378.77,108521.73,109627.69,107747.07,108089.89,109075.48,109075.48,0
 ANDRÉ FERREIRA RODRIGUES,M,71,21,14,2,0,0,10/12/1972,397108.72,45126.24,53733.48,58912.22,30040.51,48678.14,39121.05,35898.03,34422.07,27181.46,18726.94,5268.58,33763.0,1115031.78,111547.27,111623.19,111492.29,110929.67,111623.22,111623.22,111623.22,111323.26,111623.22,111623.22,0
 ANDRÉ PEIXOTO FIGUEIREDO LIMA,M,87,5,5,72,32,9,10/11/1966,392555.8,34462.62,48224.65,72127.49,49023.71,44041.52,37230.57,31041.15,43503.48,11633.85,21266.76,0.0,33763.0,1100603.8,111397.3,109731.85,111580.84,111580.84,106864.96,109042.51,109730.58,109931.92,110707.37,110035.63,0
 ANDRE LUIZ CARVALHO RIBEIRO,M,63,29,29,2,9,1,27/08/1989,293299.0,24003.48,26127.61,39048.96,35638.26,42647.02,37783.22,29531.6,32503.83,19736.89,6278.13,0.0,33763.0,1108487.53,111010.61,111270.57,111617.19,111617.19,111617.19,110019.66,106829.3,111501.94,111501.94,111501.94,0
 ANDRE LUIS GASPAR JANONES,M,87,5,1,50,13,1,05/05/1984,303629.95,22256.52,30867.91,30909.27,30603.82,51016.32,28645.22,24293.97,31050.13,25058.33,26341.83,2586.63,33763.0,1113576.56,111562.47,109429.47,111562.47,111562.47,111562.47,111562.47,111562.47,111562.47,111574.59,111635.21,0
 JOSE AROLDO SOUZA MARTINS,M,82,10,7,11,12,3,03/07/1961,300060.22,31512.26,37662.65,36689.17,28982.93,39208.71,34863.74,19929.95,17257.74,27042.72,26910.35,0.0,33763.0,1108830.41,111647.5,111647.5,110268.42,111611.13,111611.13,110803.16,107763.81,110182.72,111647.52,111647.52,0
 ARTHUR CÉSAR PEREIRA DE LIRA,M,74,18,18,0,0,0,25/06/1969,185141.73,16589.4,24456.7,24580.67,25462.74,25368.31,17145.09,10852.76,12044.58,18813.51,9538.87,289.1,33763.0,1114717.2,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,0
 ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO,M,92,0,0,9,22,0,17/01/1969,367577.22,38429.43,62878.28,57315.01,50615.34,39459.44,46092.84,38070.01,25431.95,4766.46,4518.46,0.0,33763.0,1112297.24,111574.71,111574.71,111574.71,111574.71,111574.71,111574.71,109488.06,111048.56,111156.18,111156.18,0
 ARTHUR DE OLIVEIRA MAIA DA SILVA,M,76,16,6,28,7,3,17/08/1964,380129.11,37726.35,40284.32,38045.65,42004.01,39008.65,42234.93,39329.37,39706.79,28272.13,26618.3,6898.61,33763.0,1068263.22,104391.37,106164.17,109590.3,109514.2,110873.08,108274.74,108274.74,106502.35,102202.45,102475.82,0
 ÁTILA FREITAS LIRA,M,78,14,11,38,18,2,07/04/1947,375012.29,27368.18,28286.74,49504.22,57242.97,40024.49,40329.03,36082.1,39253.35,26915.69,29943.26,62.26,33763.0,1116233.2,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,0
 AUGUSTO RODRIGUES COUTINHO DE MELO,M,87,5,2,39,23,2,22/10/1962,403903.52,45160.36,50282.74,31848.38,47084.27,51557.8,50070.1,37472.37,25761.4,19113.74,31891.03,13661.33,33763.0,1078338.72,109231.24,110580.87,111483.62,106382.46,107116.23,110687.98,104644.11,107177.08,106702.93,104332.2,0
 LUIZ FELIPE BALEIA TENUTO ROSSI,M,79,13,13,21,22,6,09/06/1972,279480.42,27400.21,27133.21,33713.16,35517.65,26901.38,39593.94,20224.43,23443.38,20430.29,22340.88,2781.89,33763.0,1047898.19,109118.18,109118.18,109118.18,109118.18,109118.18,107972.95,98261.16,98691.06,98691.06,98691.06,0
 AUREO LIDIO MOREIRA RIBEIRO,M,87,5,1,44,1,0,17/02/1979,246132.57,13290.11,19340.29,37320.85,34360.09,77355.81,25856.64,21729.25,2536.72,3653.2,10644.37,45.24,33763.0,1093262.21,109256.7,110855.41,110114.53,105572.72,110342.51,109761.58,109008.81,108623.14,109008.81,110718.0,0
 CELIO ANTONIO DA SILVEIRA,M,88,4,4,31,7,1,19/09/1959,249268.07,18102.06,29238.3,30935.93,27982.39,31959.23,18044.17,17332.28,17806.01,16854.28,40969.73,43.69,33763.0,1113420.47,111671.79,111671.79,111671.79,111671.79,111671.79,110968.96,109631.33,111578.65,111441.29,111441.29,0
 CASSIO COELHO ANDRADE,M,70,22,22,36,40,15,12/09/1981,307608.33,21728.53,32899.83,26323.38,50683.51,58046.3,36031.58,14449.73,9264.77,3863.84,54316.86,0.0,33763.0,1114161.17,111653.55,111594.4,111574.68,111574.68,111574.68,111574.67,110238.62,111444.93,111465.48,111465.48,0
 CARLOS ALBERTO ROLIM ZARATTINI,M,86,6,2,20,20,1,08/06/1959,297688.94,27151.54,32367.11,64118.33,25278.01,55777.06,28292.59,25051.27,14054.68,10433.06,13858.47,1306.82,33763.0,1115444.2,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,0
 CELIO STUDART BARBOSA,M,80,12,3,16,19,3,19/06/1987,334771.25,42405.28,77088.77,34915.78,50390.81,46271.91,22564.85,25601.39,14660.4,4343.55,16378.51,150.0,33763.0,1098247.56,111276.5,111198.61,111550.82,111653.55,111653.55,107237.22,111313.87,108312.84,107025.3,107025.3,0
 CELSO MALDANER,M,82,10,5,22,3,2,30/08/1953,369913.72,24680.2,30121.77,43359.15,32327.41,41007.63,27013.34,28086.87,25892.83,22602.17,51620.99,43201.36,33763.0,1104561.4,111010.67,111140.65,111370.11,108394.27,109190.92,109485.71,110743.36,111470.49,111162.32,110592.9,0
 ANTONIO CEZAR CORREIA FREIRE,M,85,7,0,38,39,0,12/12/1973,325836.31,37003.29,36167.38,38256.8,50290.01,47505.37,20781.53,34316.1,29210.0,16683.05,14273.67,1349.11,33763.0,1112642.54,111383.97,110930.03,111423.09,111423.09,111169.89,111423.09,110326.94,111485.72,111538.36,111538.36,0
 CHARLES FERNANDES SILVEIRA SANTANA,M,90,2,1,35,6,0,15/03/1965,323383.76,24256.26,47976.68,50658.86,46560.45,48292.35,27745.84,27027.0,19586.71,19284.11,10381.44,1614.06,33763.0,1112836.72,111439.65,111389.19,111507.9,111507.88,110522.28,111149.99,111433.52,111507.87,111507.87,110870.57,0
 CHARLLES THOMACELLI EVANGELISTA,M,88,4,4,27,9,5,27/12/1984,272031.91,22449.08,36430.49,47122.47,36668.39,49948.09,24701.1,21331.84,25587.97,1432.93,6359.55,0.0,33763.0,1059386.34,102330.37,102010.39,103658.78,105928.21,106859.77,104041.72,106811.02,110258.36,110258.36,107229.36,0
 FRANCISCO JOSÉ D'ANGELO PINTO,M,83,9,3,31,36,2,11/02/1953,284234.89,31896.36,27273.29,30877.95,43620.43,41207.47,32636.24,30772.24,20679.4,17903.83,6817.68,550.0,33763.0,1113229.62,111574.71,111574.71,110060.41,111423.07,111423.07,111423.07,111423.07,111423.07,111423.07,111481.37,0
 JOÃO FRANCISCO INÁCIO BRAZÃO,M,84,8,0,50,4,0,22/02/1962,291545.15,5628.16,25886.77,61019.13,45809.13,49940.05,27195.38,11919.52,9234.91,18890.85,36021.25,0.0,33763.0,1114045.59,111623.18,110117.12,110943.03,111623.18,111623.18,111623.18,111623.18,111623.18,111623.18,111623.18,0
 CHRISTINO AUREO DA SILVA,M,87,5,5,22,14,7,26/04/1962,364350.26,35707.47,43836.64,42917.16,48167.17,53926.39,32622.07,26143.21,21788.64,18368.8,40258.88,613.83,33763.0,1111010.04,111412.57,111647.36,107066.29,111310.13,111604.92,111604.92,111604.92,111604.92,111585.5,111568.51,0
 CLEBER VERDE CORDEIRO MENDES,M,91,1,1,15,19,0,10/05/1972,300663.96,14582.42,18944.35,47074.36,45118.81,99276.9,13222.16,16834.74,8782.05,4751.79,32076.38,0.0,33763.0,1091392.63,110588.35,105407.76,109632.33,97860.55,111342.09,111580.81,111580.81,111580.81,111580.81,110238.31,0
 JOÃO CHRISÓSTOMO DE MOURA,M,89,3,0,68,35,0,23/06/1959,368241.44,43569.56,50409.86,41654.5,41798.47,49488.53,35493.95,36213.06,25552.93,16022.94,27543.32,494.32,33763.0,1064563.22,107323.44,106208.72,102467.86,107196.5,98159.34,108000.77,107946.98,108363.78,109587.98,109307.85,0
 LUIS ANTONIO FRANCISCATTO COVATTI,M,89,3,0,33,13,1,25/07/1987,354596.62,39901.49,64904.76,45888.49,45547.51,61494.69,34354.07,35673.58,7646.43,612.0,17873.82,699.78,33763.0,1087781.16,110922.09,111617.12,107422.09,109771.87,110840.89,108844.64,97398.86,110212.41,110288.12,110463.07,0
 MARCIO TADEU ANHAIA DE LEMOS,M,88,4,0,61,14,0,30/09/1965,332916.64,37359.64,45903.08,33260.17,32063.81,48565.66,27237.62,25482.15,17392.78,17775.38,28430.4,19445.95,33763.0,1088567.27,111127.47,109317.63,107351.0,101360.55,110345.01,108448.48,106340.0,111358.01,111459.56,111459.56,0
 CRISTIANO DUTRA VALE,M,80,12,12,25,8,5,10/04/1970,339850.13,20452.98,49639.93,30338.48,43108.68,49829.99,38126.87,26721.78,30470.89,32141.42,18563.85,455.26,33763.0,1053658.38,110040.22,103847.89,110040.22,105919.51,103859.15,98892.22,97650.62,104977.0,107755.43,110676.12,0
 JOSIAS MARIO DA VITORIA,M,89,3,0,0,0,0,02/06/1971,344528.51,39721.75,61373.19,36361.78,48373.97,37143.23,27515.03,30632.01,27567.15,23415.71,10098.49,2326.2,33763.0,1103849.8,109916.03,109232.89,110340.24,110968.15,110968.15,110968.15,111559.84,110395.01,111192.57,108308.77,0
 DAGOBERTO NOGUEIRA FILHO,M,80,12,12,4,0,0,21/07/1955,392765.26,33968.57,43913.03,47315.35,46082.3,39158.72,43879.61,41129.03,39057.91,33635.67,24585.9,39.17,33763.0,1111346.73,111166.05,111277.6,111277.6,111277.6,111277.6,111277.6,110863.55,110859.05,110859.05,111211.03,0
 LUIZ ARMANDO SCHROEDER REIS,M,84,8,4,40,1,0,23/06/1957,243119.72,12148.5,26826.54,33216.85,48925.26,49749.39,25127.17,20027.71,10975.22,4534.03,9709.47,1879.58,33763.0,1092037.31,101236.1,103071.39,111201.67,110216.08,110773.16,111095.62,111269.37,111508.09,111508.09,110157.74,0
 DAMIÃO FELICIANO DA SILVA,M,81,11,10,29,31,7,28/04/1952,299356.24,33696.89,30513.3,45137.92,53251.62,39985.25,21830.0,19723.61,12971.79,10939.09,30722.02,584.75,33763.0,1061513.65,111054.03,106603.56,94753.6,91868.67,107855.77,111429.12,111429.12,109759.06,107977.67,108783.05,0
 LUIZ BENES LEOCADIO DE ARAUJO,M,88,4,3,35,8,2,22/04/1966,352784.66,32697.33,37181.8,51640.86,47232.83,43851.34,39594.2,33482.93,21709.18,17997.68,27006.51,390.0,33763.0,1070001.74,110203.77,110203.77,106658.99,104203.11,106527.95,105841.47,105921.33,105964.18,107249.74,107227.43,0
 JOSÉ ROBERTO OLIVEIRA FARO,M,82,10,0,5,17,0,20/06/1969,348358.45,50640.64,51528.8,53130.42,38245.47,56264.93,15343.49,16815.59,14152.72,12879.36,11197.03,28160.0,33763.0,1107132.6,111210.84,110666.21,109899.05,111210.84,111210.84,110568.67,110434.02,111210.84,111210.84,109510.45,0
 HUMBERTO REZENDE PEREIRA,M,87,5,2,29,45,3,14/11/1977,317620.57,31302.38,37733.45,46071.17,46424.41,43050.57,37786.28,29839.31,16128.37,5877.55,23407.08,0.0,33763.0,1114088.41,111514.04,111586.8,110868.87,111514.0,111457.65,111586.78,110672.43,111629.28,111629.28,111629.28,0
 CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,M,77,15,13,18,16,9,01/02/1982,417583.23,38508.13,49871.28,49026.92,51520.3,44584.4,32245.6,35040.79,36239.48,26275.26,54271.07,0.0,33763.0,1114457.24,111436.53,111580.74,111495.03,111145.61,111498.95,111507.99,111507.99,111485.68,111392.71,111406.01,0
 UBIRAJARA DO PINDARÉ ALMEIDA SOUSA,M,82,10,10,21,36,10,01/11/1968,395081.21,20679.85,23825.08,34402.73,76284.21,96746.0,27251.8,28044.88,18372.93,31746.67,37651.58,75.48,33763.0,1115746.5,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,0
 ALCIBIO MESQUITA BIBO NUNES,M,90,2,2,33,23,2,09/01/1957,442619.0,36377.5,114136.35,111815.04,46216.96,43243.88,31393.94,31363.41,21004.27,5421.62,1646.03,0.0,33763.0,978080.61,107838.27,106661.35,107626.01,107100.08,108678.71,110863.76,102938.79,80792.43,71989.13,73592.08,0
 OLAVO BILAC PINTO NETO,M,80,12,5,54,10,3,08/06/1963,366957.28,38107.55,39391.23,36766.95,36370.18,36320.33,35989.93,35978.06,36058.35,36004.29,35970.41,0.0,33763.0,1114014.41,111532.26,111532.26,111532.26,111532.26,111532.26,110224.07,111532.26,111532.26,111532.26,111532.26,0
 ELVINO JOSÉ BOHN GASS,M,90,2,2,24,15,0,05/02/1962,362192.59,30693.35,43896.78,51772.61,63215.02,45029.72,40093.42,35113.72,22679.14,13260.28,15328.65,1109.9,33763.0,1113456.25,111641.36,111557.99,111508.13,111641.38,111641.38,110811.4,111604.98,111604.98,111604.98,109839.67,0
 JOÃO BOSCO GOMES SARAIVA,M,71,21,3,16,10,1,10/10/1959,442571.13,36572.34,70842.66,44263.27,65965.82,34723.62,32000.51,62345.58,33068.34,15213.66,45530.25,2045.08,33763.0,1112738.23,111611.12,111611.12,109394.55,111611.12,111611.12,111393.56,111146.01,111574.73,111574.73,111210.17,0
 JOÃO BOSCO DA COSTA,M,88,4,2,37,9,0,28/09/1950,381415.21,31663.79,50001.03,50347.54,42678.14,42852.09,50270.89,42871.55,39751.16,27086.09,3892.93,0.0,33763.0,1096871.16,109107.22,111544.51,111544.51,111544.51,111544.51,111544.51,111544.51,106200.33,104641.61,107654.94,0
 NICOLINO BOZZELLA JUNIOR,M,83,9,8,42,14,5,17/08/1980,331580.49,31567.57,39636.09,43735.1,36718.08,40304.87,30143.9,40029.84,26482.22,25062.37,16682.72,1217.73,33763.0,1108661.55,111623.09,111642.57,107512.59,110707.93,111134.28,111357.59,110509.9,111392.57,111392.57,111388.46,0
 CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO,M,71,21,5,12,17,3,03/11/1979,370012.26,30097.59,41252.22,49713.11,49721.69,45749.21,41212.41,38074.0,37034.37,15768.01,21168.63,221.02,33763.0,1084232.34,107850.28,108483.94,109030.38,109215.09,109215.09,107121.98,105670.31,109215.09,109215.09,109215.09,0
 CARLOS CAMILO GÓES CAPIBERIBE,M,89,3,3,67,25,5,23/05/1972,340932.11,57270.81,54545.96,40139.58,50674.76,29912.43,32899.67,36174.05,9998.8,8076.55,21239.5,0.0,33763.0,1098429.16,111508.06,111508.06,111508.06,111508.06,110034.25,109670.3,105908.91,110137.58,107941.38,108704.5,0
 ALBERTO BARROS CAVALCANTE NETO,M,88,4,2,66,4,1,05/05/1982,268303.1,10761.97,32144.12,50784.42,59974.73,36167.69,18635.29,18846.91,9376.93,3645.06,27765.98,200.0,33763.0,1108460.75,111524.06,108183.95,109814.87,109505.49,111520.15,111370.71,111635.38,111635.38,111635.38,111635.38,0
 FABIO ABREU COSTA,M,90,2,1,56,9,0,31/12/1972,415287.33,27176.43,43044.36,37886.06,54828.28,65451.97,38676.13,33219.21,38283.53,44917.64,30801.48,1002.24,33763.0,1112307.7,111501.54,111425.25,109950.47,110995.45,111125.87,111505.0,111580.82,111580.83,111580.83,111061.64,0
 GUILHERME MURARO DERRITE,M,90,2,0,21,0,0,10/10/1984,318929.77,33369.05,48294.13,42375.69,37535.61,31336.58,34084.37,31084.94,27610.7,13353.72,19884.98,0.0,33763.0,1087142.69,111429.18,111429.18,111078.93,111198.68,111198.68,111198.68,104902.34,104902.34,104902.34,104902.34,0
 ANTONIO CARLOS GOMES DA SILVA,M,92,0,0,21,6,2,13/06/1972,273109.72,18748.87,25578.63,34691.71,31224.22,55517.35,34811.05,23121.54,21226.21,9739.25,16929.54,1521.35,33763.0,1012698.46,92948.89,99271.45,96032.28,98637.08,102490.61,102621.52,102621.52,104715.99,106679.56,106679.56,0
 JOSE AUGUSTO ROSA,M,85,7,3,29,41,2,04/10/1966,303764.68,32590.99,32708.93,42982.94,38181.18,46093.18,19473.47,21678.43,15614.72,14321.17,37541.05,2578.62,33763.0,1109989.13,111659.59,110586.8,107796.83,111659.59,111659.59,111659.59,110759.7,110888.26,111659.59,111659.59,0
 CARLOS HENRIQUE AMORIM,M,79,13,1,33,25,1,21/04/1961,379726.43,38480.4,54727.25,51686.19,49827.56,38169.71,34594.12,36583.75,31857.0,13993.12,27863.38,1943.95,33763.0,1014767.71,107089.41,100838.78,96663.69,98112.79,100925.82,94627.79,96910.28,103302.09,107870.51,108426.55,0
 Carlos Roberto Coelho de Mattos Júnior,M,84,8,3,10,0,0,08/02/1982,200049.25,17012.14,21954.01,27544.0,16413.28,29052.38,31940.35,20649.2,10845.1,8771.04,14632.54,1235.21,33763.0,1079427.92,107840.49,111522.26,105827.62,98809.78,110447.03,111102.14,104135.41,108845.03,110375.04,110523.12,0
 CARLOS HENRIQUE FOCESI SAMPAIO,M,87,5,1,14,5,0,31/03/1963,317099.5,25615.74,56684.49,51456.2,45438.4,42806.53,22600.9,21181.85,14951.58,15364.01,20999.8,0.0,33763.0,1059385.24,103852.96,107767.17,108820.89,108820.89,108689.99,104762.85,103243.66,104762.85,104762.85,103901.13,0
 DANIEL GOMES DE ALMEIDA,M,90,2,2,38,37,0,21/01/1955,356199.86,58756.35,47548.42,45375.86,51389.18,32596.32,29676.29,18598.64,16188.74,14756.9,40472.41,840.75,33763.0,1116596.1,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,0
